frame,time_s,faces,emotions,activity,motion_score,motion_z,anomaly
489,16.3,0,,parado,0.006102,-0.837,0
490,16.333,0,,parado,0.653554,-0.6099,0
491,16.367,0,,parado,0.006028,-0.8088,0
492,16.4,0,,parado,0.650859,-0.5773,0
493,16.433,0,,parado,0.007129,-0.7769,0
494,16.467,0,,parado,0.642001,-0.5434,0
495,16.5,0,,parado,0.00763,-0.7537,0
496,16.533,0,,parado,0.641251,-0.5083,0
497,16.567,0,,parado,0.360422,-0.6128,0
498,16.6,0,,parado,0.353257,-0.5989,0
499,16.633,0,,parado,0.334684,-0.5891,0
500,16.667,0,,parado,0.004817,-0.6935,0
501,16.7,0,,parado,0.773594,-0.3898,0
502,16.733,0,,parado,0.023662,-0.6561,0
503,16.767,0,,parado,0.631613,-0.4052,0
504,16.8,0,,parado,0.02589,-0.647,0
505,16.833,0,,parado,0.617387,-0.376,0
506,16.867,0,,parado,0.016042,-0.6216,0
507,16.9,0,,parado,0.647562,-0.3261,0
508,16.933,0,,parado,0.020242,-0.5936,0
509,16.967,0,,parado,0.623317,-0.3158,0
510,17.0,0,,parado,0.014721,-0.5861,0
511,17.033,0,,parado,0.633028,-0.3115,0
512,17.067,0,,parado,0.340776,-0.4424,0
513,17.1,0,,parado,0.333224,-0.4478,0
514,17.133,0,,parado,0.342397,-0.4438,0
515,17.167,0,,parado,0.005615,-0.5825,0
516,17.2,0,,parado,0.622062,-0.293,0
517,17.233,0,,parado,0.005163,-0.5539,0
518,17.267,0,,parado,0.621842,-0.2542,0
519,17.3,0,,parado,0.006148,-0.5407,0
520,17.333,0,,parado,0.624414,-0.1956,0
521,17.367,0,,parado,0.006771,-0.5391,0
522,17.4,0,,parado,0.605888,-0.1358,0
523,17.433,0,,parado,0.005921,-0.5696,0
524,17.467,0,,parado,0.607308,-0.0393,0
525,17.5,0,,parado,0.004685,-0.6369,0
526,17.533,0,,movimento,0.611865,0.1111,0
527,17.567,0,,parado,0.347597,-0.2167,0
528,17.6,0,,parado,0.326049,-0.2574,0
529,17.633,0,,parado,0.326165,-0.2337,0
530,17.667,0,,parado,0.0173,-0.83,0
531,17.7,0,,movimento,0.621348,0.4274,0
532,17.733,0,,parado,0.020081,-0.8053,0
533,17.767,0,,movimento,0.615948,0.5367,0
534,17.8,0,,parado,0.014288,-1.4545,0
535,17.833,0,,movimento,0.614366,1.1975,0
536,17.867,0,,parado,0.022376,-1.3855,0
537,17.9,0,,movimento,0.594755,1.0979,0
538,17.933,0,,parado,0.01568,-1.384,0
539,17.967,0,,movimento,0.608755,1.1436,0
540,18.0,0,,parado,0.001838,-1.4103,0
541,18.033,0,,movimento_brusco,127.884427,9.4325,1
542,18.067,0,,parado,0.01061,-0.13,0
543,18.1,0,,movimento,8.58048,0.5031,0
544,18.133,0,,movimento,8.495281,0.4893,0
545,18.167,0,,movimento,8.900091,0.5118,0
546,18.2,0,,movimento,8.659417,0.4864,0
547,18.233,1,happy,movimento,8.717935,0.4832,0
548,18.267,0,,movimento,7.849553,0.4122,0
549,18.3,0,,movimento,7.135914,0.3537,0
550,18.333,0,,movimento,6.37315,0.292,0
551,18.367,0,,movimento,6.008196,0.2603,0
552,18.4,0,,movimento,6.562092,0.2961,0
553,18.433,0,,movimento,7.623742,0.3686,0
554,18.467,1,happy,movimento,10.040726,0.5389,0
555,18.5,1,happy,movimento,10.933681,0.5952,0
556,18.533,1,happy,movimento,11.52791,0.6286,0
557,18.567,1,happy,movimento,11.820512,0.6394,0
558,18.6,1,happy,movimento,11.479124,0.6039,0
559,18.633,1,happy,movimento,9.689861,0.4645,0
560,18.667,1,angry,movimento,9.088529,0.413,0
561,18.7,1,angry,movimento,8.215883,0.3426,0
562,18.733,1,angry,movimento,7.774186,0.3041,0
563,18.767,1,angry,movimento,7.385737,0.27,0
564,18.8,1,angry,movimento,7.059997,0.2409,0
565,18.833,1,angry,movimento,6.29062,0.1798,0
566,18.867,1,angry,movimento,5.827381,0.1414,0
567,18.9,1,angry,movimento,5.374141,0.1042,0
568,18.933,1,angry,movimento,5.555263,0.1133,0
569,18.967,1,angry,movimento,5.87872,0.1325,0
570,19.0,1,angry,movimento,6.242887,0.1545,0
571,19.033,0,,movimento,6.143737,0.1425,0
572,19.067,0,,movimento,5.989914,0.1267,0
573,19.1,1,angry,movimento,6.191969,0.1368,0
574,19.133,1,angry,movimento,6.756648,0.1731,0
575,19.167,1,angry,movimento,7.362159,0.2116,0
576,19.2,0,,movimento,8.423393,0.2832,0
577,19.233,0,,movimento,8.815342,0.3049,0
578,19.267,0,,movimento,9.18515,0.3251,0
579,19.3,0,,movimento,10.204094,0.3915,0
580,19.333,0,,movimento,11.325639,0.4649,0
581,19.367,0,,movimento,11.93986,0.4999,0
582,19.4,0,,movimento,12.390115,0.5229,0
583,19.433,0,,movimento,11.72001,0.4641,0
584,19.467,0,,movimento,10.551936,0.3704,0
585,19.5,0,,movimento,9.635329,0.2955,0
586,19.533,0,,movimento,9.214309,0.2578,0
587,19.567,0,,movimento,8.906145,0.2284,0
588,19.6,0,,movimento,8.386177,0.1838,0
589,19.633,0,,movimento,7.860729,0.1392,0
590,19.667,0,,movimento,8.184858,0.1565,0
591,19.7,1,angry,movimento,8.928939,0.2047,0
592,19.733,0,,movimento,10.115009,0.2839,0
593,19.767,0,,movimento,11.14877,0.3515,0
594,19.8,0,,movimento,11.668677,0.3804,0
595,19.833,0,,movimento,12.575424,0.4374,0
596,19.867,0,,movimento,13.445659,0.4905,0
597,19.9,0,,movimento,13.466854,0.4815,0
598,19.933,0,,movimento,12.623542,0.4093,0
599,19.967,0,,movimento,11.217507,0.2972,0
600,20.0,0,,movimento,12.802217,0.4039,0
601,20.033,0,,movimento,13.778531,0.4653,0
602,20.067,0,,movimento,11.951259,0.3212,0
603,20.1,0,,movimento,10.418759,0.1999,0
604,20.133,0,,movimento,9.325534,0.1118,0
605,20.167,0,,movimento,9.044922,0.0837,0
606,20.2,0,,movimento,8.303906,0.0224,0
607,20.233,1,angry,movimento,8.09519,0.0002,0
608,20.267,1,angry,parado,8.087083,-0.0066,0
609,20.3,0,,parado,7.907893,-0.0266,0
610,20.333,1,angry,movimento,8.456817,0.008,0
611,20.367,1,angry,movimento,8.762373,0.0236,0
612,20.4,1,angry,movimento,9.111119,0.0428,0
613,20.433,1,angry,movimento,9.498936,0.0642,0
614,20.467,1,angry,movimento,9.665844,0.0694,0
615,20.5,1,angry,movimento,9.504182,0.0493,0
616,20.533,1,angry,movimento,9.295355,0.0262,0
617,20.567,1,angry,parado,8.418965,-0.0473,0
618,20.6,1,angry,parado,8.329851,-0.061,0
619,20.633,1,angry,parado,7.696862,-0.1158,0
620,20.667,1,angry,parado,7.106925,-0.1674,0
621,20.7,1,angry,parado,6.278048,-0.2363,0
622,20.733,1,angry,parado,5.700945,-0.2862,0
623,20.767,1,angry,parado,4.883223,-0.3535,0
624,20.8,1,angry,parado,4.105393,-0.4179,0
625,20.833,1,angry,parado,3.192729,-0.4914,0
626,20.867,1,angry,parado,3.118009,-0.5007,0
627,20.9,1,angry,parado,2.539646,-0.5478,0
628,20.933,1,angry,parado,2.397547,-0.5616,0
629,20.967,1,angry,parado,2.612874,-0.5472,0
630,21.0,1,sad,parado,2.88577,-0.5293,0
631,21.033,1,sad,parado,3.211678,-1.8227,0
632,21.067,1,sad,parado,3.515311,-1.7874,0
633,21.1,1,sad,parado,4.219757,-1.4889,0
634,21.133,1,sad,parado,5.154844,-1.1243,0
635,21.167,1,sad,parado,5.926959,-0.8281,0
636,21.2,1,sad,parado,7.094477,-0.3978,0
637,21.233,1,sad,parado,8.015137,-0.0611,0
638,21.267,1,sad,movimento,8.793622,0.2174,0
639,21.3,1,sad,movimento,9.696185,0.534,0
640,21.333,0,,movimento,10.127858,0.6752,0
641,21.367,0,,movimento,10.86818,0.923,0
642,21.4,1,sad,movimento,10.499615,0.7729,0
643,21.433,1,sad,movimento,9.621187,0.4469,0
644,21.467,1,sad,movimento,8.379719,0.005,0
645,21.5,1,sad,parado,7.105168,-0.4427,0
646,21.533,1,sad,parado,6.211109,-0.7495,0
647,21.567,1,sad,parado,5.426795,-1.0137,0
648,21.6,1,sad,parado,3.921263,-1.5268,0
649,21.633,1,sad,parado,3.457808,-1.6479,0
650,21.667,1,sad,parado,4.406,-1.2774,0
651,21.7,1,sad,parado,4.801382,-1.115,0
652,21.733,1,sad,parado,5.380024,-0.8966,0
653,21.767,1,sad,parado,6.377796,-0.5401,0
654,21.8,1,sad,parado,6.438714,-0.5158,0
655,21.833,1,sad,parado,6.029794,-0.6581,0
656,21.867,1,sad,parado,6.038242,-0.6564,0
657,21.9,1,sad,parado,6.853766,-0.3767,0
658,21.933,1,sad,parado,7.333376,-0.2152,0
659,21.967,1,sad,movimento,8.78093,0.2869,0
660,22.0,1,sad,movimento,10.478558,0.8712,0
661,22.033,1,sad,movimento,11.166385,1.0906,0
662,22.067,1,sad,movimento,12.112559,1.3894,0
663,22.1,1,sad,movimento,13.741828,1.8961,0
664,22.133,1,sad,movimento,9.383997,0.3877,0
665,22.167,1,sad,movimento,8.480384,0.0726,0
666,22.2,1,sad,movimento,8.302844,0.0119,0
667,22.233,1,sad,parado,7.345582,-0.3119,0
668,22.267,1,sad,parado,7.746174,-0.1686,0
669,22.3,1,sad,movimento,8.283449,0.0238,0
670,22.333,1,sad,movimento,9.067237,0.3048,0
671,22.367,1,sad,movimento,9.032854,0.3069,0
672,22.4,1,sad,movimento,8.457999,0.1222,0
673,22.433,1,sad,parado,8.072521,-0.0002,0
674,22.467,1,sad,movimento,9.35296,0.4647,0
675,22.5,1,sad,movimento,9.769987,0.6137,0
676,22.533,1,sad,movimento,9.504881,0.5171,0
677,22.567,1,sad,movimento,10.167295,0.7479,0
678,22.6,1,sad,movimento,10.865541,0.9827,0
679,22.633,1,sad,movimento,11.799732,1.2876,0
680,22.667,0,,movimento,12.377643,1.4574,0
681,22.7,0,,movimento,10.898258,0.9299,0
682,22.733,1,sad,movimento,9.818117,0.5567,0
683,22.767,0,,movimento,8.456831,0.095,0
684,22.8,0,,parado,7.335482,-0.2821,0
685,22.833,0,,parado,6.501208,-0.5587,0
686,22.867,1,sad,parado,5.840961,-0.7775,0
687,22.9,0,,parado,5.438285,-0.9074,0
688,22.933,0,,parado,4.673495,-1.1685,0
689,22.967,0,,parado,3.999842,-1.3873,0
690,23.0,0,,parado,4.599129,-1.1452,0
691,23.033,0,,parado,5.230671,-0.8947,0
692,23.067,1,sad,parado,5.156054,-0.9052,0
693,23.1,1,sad,parado,4.827578,-1.0114,0
694,23.133,0,,parado,4.594957,-1.0784,0
695,23.167,0,,parado,4.6564,-1.0317,0
696,23.2,0,,parado,5.150282,-0.823,0
697,23.233,0,,parado,5.619367,-0.6289,0
698,23.267,0,,parado,5.272702,-0.7494,0
699,23.3,0,,parado,5.095998,-0.8031,0
700,23.333,0,,parado,5.172103,-0.7582,0
701,23.367,0,,parado,5.697829,-0.5429,0
702,23.4,0,,parado,6.546376,-0.2055,0
703,23.433,0,,movimento,7.209888,0.0612,0
704,23.467,0,,movimento,7.128163,0.0406,0
705,23.5,0,,parado,6.548209,-0.1741,0
706,23.533,0,,parado,6.037357,-0.3619,0
707,23.567,0,,parado,5.624094,-0.5129,0
708,23.6,0,,parado,5.670994,-0.4829,0
709,23.633,0,,parado,5.922916,-0.3756,0
710,23.667,0,,parado,6.806207,-0.0258,0
711,23.7,0,,movimento,7.111382,0.091,0
712,23.733,0,,parado,6.079505,-0.3181,0
713,23.767,0,,parado,6.245938,-0.2592,0
714,23.8,0,,parado,6.401225,-0.2092,0
715,23.833,0,,parado,6.430638,-0.2144,0
716,23.867,0,,parado,6.431653,-0.232,0
717,23.9,0,,parado,6.214102,-0.344,0
718,23.933,1,sad,parado,6.68306,-0.172,0
719,23.967,1,sad,parado,6.382823,-0.3242,0
720,24.0,1,sad,parado,6.263829,-0.3995,0
721,24.033,1,sad,movimento_brusco,78.349144,9.0419,1
722,24.067,1,sad,parado,0.212288,-0.9927,0
723,24.1,1,sad,parado,0.183443,-0.9865,0
724,24.133,1,sad,parado,0.382283,-0.9502,0
725,24.167,1,sad,parado,0.185224,-0.9624,0
726,24.2,1,sad,parado,0.160224,-0.951,0
727,24.233,1,sad,parado,0.030876,-0.9513,0
728,24.267,1,sad,parado,0.266712,-0.9058,0
729,24.3,1,sad,parado,0.166854,-0.9013,0
730,24.333,1,neutral,parado,0.311798,-0.8667,0
731,24.367,1,neutral,parado,0.181017,-0.8654,0
732,24.4,1,neutral,parado,0.200179,-0.8463,0
733,24.433,1,neutral,parado,0.037776,-0.8502,0
734,24.467,1,neutral,parado,0.196865,-0.8166,0
735,24.5,1,neutral,parado,0.236108,-0.7997,0
736,24.533,1,neutral,parado,0.489594,-0.7587,0
737,24.567,1,neutral,parado,0.340385,-0.7675,0
738,24.6,1,neutral,parado,0.263406,-0.7698,0
739,24.633,1,neutral,parado,0.226013,-0.7681,0
740,24.667,1,neutral,parado,0.105022,-0.7745,0
741,24.7,1,neutral,parado,0.15367,-0.7603,0
742,24.733,1,neutral,parado,0.292395,-0.7348,0
743,24.767,1,neutral,parado,0.286288,-0.7253,0
744,24.8,1,neutral,parado,0.262065,-0.718,0
745,24.833,1,neutral,parado,0.290879,-0.705,0
746,24.867,1,neutral,parado,0.134969,-0.7136,0
747,24.9,1,neutral,parado,0.251138,-0.6895,0
748,24.933,1,neutral,parado,0.264801,-0.677,0
749,24.967,1,neutral,parado,0.214798,-0.6704,0
750,25.0,1,neutral,parado,0.411742,-0.6339,0
751,25.033,1,neutral,parado,1.057865,-0.5457,0
752,25.067,1,neutral,parado,0.075048,-0.6453,0
753,25.1,1,neutral,parado,0.29696,-0.6038,0
754,25.133,1,neutral,parado,0.242892,-0.5977,0
755,25.167,1,neutral,parado,0.410217,-0.567,0
756,25.2,1,neutral,parado,0.263434,-0.5731,0
757,25.233,1,neutral,parado,0.035015,-0.5894,0
758,25.267,1,neutral,parado,0.492027,-0.5261,0
759,25.3,1,neutral,parado,0.246126,-0.5439,0
760,25.333,1,neutral,parado,0.325229,-0.5233,0
761,25.367,1,neutral,parado,0.418461,-0.5012,0
762,25.4,1,neutral,parado,0.290766,-0.5053,0
763,25.433,1,neutral,parado,0.018895,-0.5262,0
764,25.467,1,neutral,parado,0.302982,-0.4817,0
765,25.5,1,neutral,parado,0.316877,-0.4683,0
766,25.533,1,neutral,parado,0.226848,-0.4672,0
767,25.567,1,neutral,parado,0.436471,-0.4308,0
768,25.6,1,neutral,parado,0.442357,-0.4177,0
769,25.633,1,neutral,parado,0.41218,-0.4079,0
770,25.667,1,neutral,parado,0.043316,-0.4371,0
771,25.7,1,neutral,parado,0.348098,-0.3886,0
772,25.733,1,neutral,parado,0.239419,-0.3897,0
773,25.767,1,neutral,parado,0.205607,-0.3832,0
774,25.8,1,neutral,parado,0.255294,-0.3681,0
775,25.833,1,neutral,parado,0.382216,-0.345,0
776,25.867,1,neutral,parado,0.063188,-0.3752,0
777,25.9,1,neutral,parado,0.193543,-0.3527,0
778,25.933,1,neutral,parado,0.187811,-0.3473,0
779,25.967,1,neutral,parado,0.326484,-0.3258,0
780,26.0,1,neutral,parado,0.34454,-0.3179,0
781,26.033,1,neutral,parado,0.293801,-0.3174,0
782,26.067,1,neutral,parado,0.229902,-0.3184,0
783,26.1,1,neutral,parado,0.291304,-0.3051,0
784,26.133,1,neutral,parado,0.189277,-0.3113,0
785,26.167,1,neutral,parado,0.3479,-0.2867,0
786,26.2,1,neutral,parado,0.424927,-0.2714,0
787,26.233,1,neutral,parado,0.286327,-0.2808,0
788,26.267,1,neutral,parado,0.281794,-0.2748,0
789,26.3,1,neutral,parado,0.387382,-0.2562,0
790,26.333,1,neutral,parado,0.239553,-0.2672,0
791,26.367,1,neutral,parado,0.364709,-0.2455,0
792,26.4,1,neutral,parado,0.388238,-0.2348,0
793,26.433,1,neutral,parado,0.063268,-0.2644,0
794,26.467,1,neutral,parado,0.225964,-0.2363,0
795,26.5,1,neutral,parado,0.26441,-0.2236,0
796,26.533,1,neutral,parado,0.18923,-0.2251,0
797,26.567,1,neutral,parado,0.174724,-0.2197,0
798,26.6,1,neutral,parado,0.249275,-0.2038,0
799,26.633,1,neutral,parado,0.172848,-0.2055,0
800,26.667,1,neutral,parado,0.137006,-0.2013,0
801,26.7,1,neutral,parado,0.164939,-0.1891,0
802,26.733,1,neutral,parado,0.204179,-0.1767,0
803,26.767,1,neutral,parado,0.189398,-0.1707,0
804,26.8,1,neutral,parado,0.397807,-0.1378,0
805,26.833,1,neutral,parado,0.357632,-0.1347,0
806,26.867,1,neutral,parado,0.057907,-0.1627,0
807,26.9,1,neutral,parado,0.293622,-0.1264,0
808,26.933,1,neutral,parado,0.352323,-0.111,0
809,26.967,1,neutral,parado,0.280382,-0.1118,0
810,27.0,1,neutral,parado,0.204575,-0.113,0
811,27.033,1,neutral,parado,0.226659,-0.2576,0
812,27.067,1,neutral,parado,0.069711,-1.3794,0
813,27.1,1,neutral,parado,0.131094,-0.9281,0
814,27.133,1,neutral,movimento,0.283118,0.1775,0
815,27.167,1,neutral,parado,0.174743,-0.6066,0
816,27.2,1,neutral,parado,0.132985,-0.9052,0
817,27.233,1,neutral,parado,0.0162,-1.7449,0
818,27.267,1,neutral,movimento,0.284725,0.191,0
819,27.3,1,neutral,parado,0.222027,-0.2662,0
820,27.333,1,neutral,movimento,0.507123,1.7495,0
821,27.367,1,neutral,parado,0.223724,-0.2689,0
822,27.4,1,neutral,movimento,0.549362,1.9788,0
823,27.433,1,neutral,parado,0.02538,-1.6687,0
824,27.467,1,neutral,parado,0.242603,-0.1612,0
825,27.5,1,neutral,movimento,0.270567,0.0309,0
826,27.533,1,neutral,movimento,0.342041,0.5468,0
827,27.567,1,neutral,movimento,0.408379,1.0052,0
828,27.6,1,neutral,movimento,0.333775,0.4751,0
829,27.633,1,neutral,movimento,0.323209,0.3933,0
830,27.667,1,neutral,parado,0.15441,-0.7969,0
831,27.7,1,neutral,parado,0.203938,-0.4535,0
832,27.733,1,neutral,parado,0.2199,-0.335,0
833,27.767,1,neutral,parado,0.172169,-0.6611,0
834,27.8,1,neutral,movimento,0.302762,0.2543,0
835,27.833,1,neutral,parado,0.120971,-1.0052,0
836,27.867,1,neutral,parado,0.105227,-1.1104,0
837,27.9,1,neutral,parado,0.177778,-0.5973,0
838,27.933,1,neutral,parado,0.208369,-0.3797,0
839,27.967,1,neutral,movimento,0.264831,0.0093,0
840,28.0,1,happy,parado,0.212141,-0.3439,0
841,28.033,1,happy,parado,0.120849,-1.1201,0
842,28.067,1,happy,parado,0.04284,-1.7801,0
843,28.1,1,happy,parado,0.062147,-1.5714,0
844,28.133,1,happy,parado,0.195173,-0.4411,0
845,28.167,1,happy,movimento,0.316599,0.5991,0
846,28.2,1,happy,movimento,0.333261,0.7323,0
847,28.233,1,happy,parado,0.018249,-1.9379,0
848,28.267,1,happy,parado,0.208199,-0.3088,0
849,28.3,1,happy,parado,0.150875,-0.7946,0
850,28.333,1,happy,parado,0.211123,-0.2629,0
851,28.367,1,happy,movimento,0.361727,1.0564,0
852,28.4,1,happy,parado,0.175742,-0.5569,0
853,28.433,1,happy,parado,0.052075,-1.6492,0
854,28.467,1,happy,parado,0.237389,-0.0156,0
855,28.5,1,happy,parado,0.152923,-0.7422,0
856,28.533,1,happy,movimento,0.323879,0.749,0
857,28.567,1,happy,movimento,0.275152,0.3432,0
858,28.6,1,happy,movimento,0.400944,1.4783,0
859,28.633,1,happy,movimento,0.244957,0.0969,0
860,28.667,1,happy,parado,0.06435,-1.5541,0
861,28.7,1,happy,movimento,0.317299,0.7609,0
862,28.733,1,happy,movimento,0.283594,0.4473,0
863,28.767,1,happy,movimento,0.241873,0.062,0
864,28.8,1,happy,parado,0.214975,-0.18,0
865,28.833,1,happy,parado,0.181149,-0.4734,0
866,28.867,1,happy,parado,0.047469,-1.7017,0
867,28.9,1,happy,parado,0.107819,-1.1298,0
868,28.933,1,happy,movimento,0.329785,0.8837,0
869,28.967,1,happy,parado,0.211807,-0.1811,0
870,29.0,1,happy,movimento,0.265687,0.3219,0
871,29.033,1,happy,movimento,0.234289,0.039,0
872,29.067,1,happy,parado,0.064826,-1.4879,0
873,29.1,1,happy,movimento,0.256175,0.2585,0
874,29.133,1,happy,parado,0.201484,-0.2416,0
875,29.167,1,happy,parado,0.134056,-0.8374,0
876,29.2,1,happy,parado,0.190946,-0.2986,0
877,29.233,1,happy,parado,0.025987,-1.7801,0
878,29.267,1,happy,movimento,0.237128,0.161,0
879,29.3,1,happy,parado,0.16766,-0.4603,0
880,29.333,1,happy,movimento,0.351252,1.2253,0
881,29.367,1,happy,parado,0.158912,-0.5322,0
882,29.4,1,happy,movimento,0.362565,1.3706,0
883,29.433,1,happy,parado,0.019366,-1.8171,0
884,29.467,1,happy,movimento,0.473379,2.2961,0
885,29.5,1,happy,movimento,0.271326,0.478,0
886,29.533,1,happy,movimento,0.296258,0.6898,0
887,29.567,1,happy,movimento,0.225288,0.0482,0
888,29.6,1,happy,movimento,0.335579,1.0242,0
889,29.633,1,happy,movimento,0.283966,0.5519,0
890,29.667,1,happy,parado,0.069004,-1.3498,0
891,29.7,1,happy,movimento,0.316993,0.8303,0
892,29.733,1,happy,movimento,0.34687,1.0735,0
893,29.767,1,happy,movimento,0.346999,1.0532,0
894,29.8,1,happy,movimento,0.420736,1.6888,0
895,29.833,1,happy,movimento,0.376127,1.2961,0
896,29.867,1,happy,parado,0.07348,-1.3358,0
897,29.9,1,happy,movimento,0.303228,0.6618,0
898,29.933,1,happy,movimento,0.359041,1.1456,0
899,29.967,1,happy,parado,0.157842,-0.5903,0
900,30.0,1,happy,parado,0.111143,-0.9816,0
901,30.033,1,happy,movimento_brusco,150.705281,9.4337,1
902,30.067,1,happy,parado,0.277097,-0.1028,0
903,30.1,1,happy,movimento,4.979102,0.1918,0
904,30.133,1,happy,movimento,5.306824,0.209,0
905,30.167,1,happy,movimento,5.0276,0.1879,0
906,30.2,1,happy,movimento,4.960362,0.1802,0
907,30.233,1,happy,movimento,4.782056,0.1655,0
908,30.267,1,happy,movimento,4.812703,0.1643,0
909,30.3,1,happy,movimento,4.226049,0.1243,0
910,30.333,1,happy,movimento,4.465118,0.1367,0
911,30.367,1,happy,movimento,4.525607,0.1375,0
912,30.4,1,happy,movimento,3.998214,0.1016,0
913,30.433,1,happy,movimento,4.142764,0.1079,0
914,30.467,1,happy,movimento,3.636578,0.0734,0
915,30.5,1,happy,movimento,3.511631,0.0632,0
916,30.533,1,happy,movimento,3.441306,0.0566,0
917,30.567,1,happy,movimento,3.063483,0.0308,0
918,30.6,1,happy,movimento,3.225215,0.039,0
919,30.633,1,happy,movimento,3.33509,0.0439,0
920,30.667,1,surprise,movimento,3.594231,0.0579,0
921,30.7,0,,movimento,3.650204,0.059,0
922,30.733,1,surprise,movimento,4.146912,0.0877,0
923,30.767,0,,movimento,4.443324,0.1035,0
924,30.8,1,surprise,movimento,5.075337,0.1403,0
925,30.833,1,surprise,movimento,5.644747,0.1725,0
926,30.867,1,surprise,movimento,6.581411,0.2273,0
927,30.9,1,surprise,movimento,6.853371,0.2398,0
928,30.933,1,surprise,movimento,7.47806,0.2742,0
929,30.967,1,surprise,movimento,7.192539,0.2512,0
930,31.0,1,surprise,movimento,7.547125,0.2685,0
931,31.033,1,surprise,movimento,7.682101,0.2716,0
932,31.067,1,surprise,movimento,7.931064,0.2818,0
933,31.1,1,surprise,movimento,8.043813,0.2833,0
934,31.133,1,surprise,movimento,8.153079,0.2845,0
935,31.167,1,surprise,movimento,8.059511,0.2731,0
936,31.2,1,surprise,movimento,7.957556,0.2613,0
937,31.233,1,surprise,movimento,7.532795,0.2291,0
938,31.267,1,surprise,movimento,7.394182,0.2153,0
939,31.3,0,,movimento,6.955194,0.1827,0
940,31.333,1,surprise,movimento,6.769299,0.1664,0
941,31.367,1,surprise,movimento,6.757381,0.1612,0
942,31.4,1,surprise,movimento,6.604737,0.147,0
943,31.433,1,surprise,movimento,6.175137,0.1155,0
944,31.467,1,surprise,movimento,5.727289,0.0833,0
945,31.5,0,,movimento,5.332425,0.0546,0
946,31.533,0,,movimento,4.608279,0.0057,0
947,31.567,1,surprise,parado,4.45752,-0.0068,0
948,31.6,1,surprise,parado,4.433018,-0.0112,0
949,31.633,1,surprise,parado,3.661118,-0.0627,0
950,31.667,1,surprise,parado,3.423638,-0.0802,0
951,31.7,1,surprise,parado,2.789411,-0.1223,0
952,31.733,1,surprise,parado,2.410424,-0.1479,0
953,31.767,1,surprise,parado,1.851313,-0.1846,0
954,31.8,1,surprise,parado,1.613347,-0.2008,0
955,31.833,1,surprise,parado,1.225664,-0.2263,0
956,31.867,1,surprise,parado,1.045089,-0.2385,0
957,31.9,1,surprise,parado,0.902833,-0.2482,0
958,31.933,1,surprise,parado,1.17016,-0.2318,0
959,31.967,1,surprise,parado,1.444765,-0.2152,0
960,32.0,1,surprise,parado,1.338347,-0.2228,0
961,32.033,1,surprise,parado,2.006674,-0.1815,0
962,32.067,1,surprise,parado,2.40321,-0.158,0
963,32.1,1,surprise,parado,2.203099,-0.1722,0
964,32.133,1,surprise,parado,2.233661,-0.1717,0
965,32.167,1,surprise,parado,2.471874,-0.1582,0
966,32.2,1,surprise,parado,2.101967,-0.1833,0
967,32.233,1,surprise,parado,2.259524,-0.1749,0
968,32.267,1,surprise,parado,1.815268,-0.2044,0
969,32.3,0,,parado,1.801028,-0.2065,0
970,32.333,0,,parado,1.066642,-0.254,0
971,32.367,0,,parado,1.411981,-0.2329,0
972,32.4,0,,parado,1.442247,-0.2318,0
973,32.433,0,,parado,1.40124,-0.2354,0
974,32.467,0,,parado,1.460847,-0.2324,0
975,32.5,0,,parado,1.397888,-0.2372,0
976,32.533,0,,parado,1.963666,-0.2023,0
977,32.567,0,,parado,2.270697,-0.1842,0
978,32.6,0,,parado,2.421222,-0.1761,0
979,32.633,0,,parado,2.78452,-0.1547,0
980,32.667,0,,parado,2.985411,-0.1439,0
981,32.7,1,surprise,parado,3.302284,-0.1258,0
982,32.733,1,surprise,parado,3.73026,-0.1008,0
983,32.767,1,surprise,parado,3.769692,-0.1008,0
984,32.8,1,surprise,parado,3.926731,-0.0933,0
985,32.833,1,surprise,parado,3.988076,-0.0919,0
986,32.867,1,surprise,parado,4.12832,-0.0859,0
987,32.9,1,surprise,parado,4.050248,-0.0936,0
988,32.933,1,surprise,parado,3.84278,-0.1095,0
989,32.967,1,surprise,parado,3.968774,-0.1042,0
990,33.0,0,,parado,3.719344,-0.1229,0
991,33.033,0,,parado,3.324138,-0.3212,0
992,33.067,0,,parado,3.39665,-0.3084,0
993,33.1,0,,parado,3.268872,-0.3621,0
994,33.133,0,,parado,3.303802,-0.3345,0
995,33.167,0,,parado,3.166168,-0.3924,0
996,33.2,0,,parado,2.90466,-0.51,0
997,33.233,0,,parado,2.736287,-0.5813,0
998,33.267,0,,parado,2.218091,-0.8201,0
999,33.3,1,surprise,parado,2.200882,-0.8146,0
1000,33.333,1,surprise,parado,1.598678,-1.087,0
1001,33.367,1,surprise,parado,1.950516,-0.8984,0
1002,33.4,1,surprise,parado,1.50941,-1.0915,0
1003,33.433,1,surprise,parado,1.550988,-1.0512,0
1004,33.467,1,surprise,parado,2.265611,-0.7001,0
1005,33.5,1,surprise,parado,2.212247,-0.7166,0
1006,33.533,0,,parado,2.6977,-0.4811,0
1007,33.567,0,,parado,2.563847,-0.5415,0
1008,33.6,0,,parado,2.798698,-0.4275,0
1009,33.633,0,,parado,2.913327,-0.3706,0
1010,33.667,0,,parado,2.819667,-0.4106,0
1011,33.7,1,surprise,parado,3.356512,-0.1548,0
