frame,time_s,faces,emotions,activity,motion_score,motion_z,anomaly
1012,33.733,1,surprise,parado,3.227798,-0.2109,0
1013,33.767,1,surprise,movimento,3.666738,0.0011,0
1014,33.8,1,surprise,movimento,3.837665,0.0888,0
1015,33.833,1,surprise,movimento,3.889601,0.1234,0
1016,33.867,1,surprise,movimento,3.937247,0.1619,0
1017,33.9,1,surprise,movimento,3.871494,0.1482,0
1018,33.933,1,surprise,movimento,3.837803,0.1547,0
1019,33.967,1,surprise,movimento,3.961203,0.2388,0
1020,34.0,1,surprise,movimento,4.096547,0.3352,0
1021,34.033,1,surprise,movimento,4.152618,0.3956,0
1022,34.067,1,surprise,movimento,4.260306,0.491,0
1023,34.1,1,surprise,movimento,4.216276,0.5089,0
1024,34.133,1,surprise,movimento,4.178927,0.5357,0
1025,34.167,1,surprise,movimento,3.972281,0.4601,0
1026,34.2,1,surprise,movimento,3.778582,0.3867,0
1027,34.233,0,,movimento,3.56388,0.2871,0
1028,34.267,0,,parado,2.978444,-0.0908,0
1029,34.3,1,surprise,movimento,3.216464,0.1195,0
1030,34.333,1,surprise,movimento,3.082053,0.0501,0
1031,34.367,1,surprise,movimento,3.372706,0.3317,0
1032,34.4,1,surprise,movimento,3.186829,0.2179,0
1033,34.433,1,surprise,movimento,3.168062,0.2428,0
1034,34.467,1,surprise,parado,2.732331,-0.1428,0
1035,34.5,1,surprise,parado,2.681441,-0.1695,0
1036,34.533,1,surprise,parado,2.463992,-0.3729,0
1037,34.567,1,surprise,parado,2.323363,-0.5014,0
1038,34.6,1,surprise,parado,2.068796,-0.7514,0
1039,34.633,1,surprise,parado,2.065851,-0.7371,0
1040,34.667,1,surprise,parado,1.873968,-0.9217,0
1041,34.7,1,surprise,parado,2.163404,-0.6048,0
1042,34.733,1,surprise,parado,2.082174,-0.6859,0
1043,34.767,1,surprise,parado,1.850828,-0.9313,0
1044,34.8,1,surprise,parado,1.94821,-0.8353,0
1045,34.833,1,surprise,parado,1.793617,-1.0156,0
1046,34.867,1,surprise,parado,1.843307,-0.9849,0
1047,34.9,1,surprise,parado,1.813722,-1.0459,0
1048,34.933,1,surprise,parado,1.795239,-1.0859,0
1049,34.967,1,surprise,parado,1.715625,-1.1838,0
1050,35.0,1,surprise,parado,1.50634,-1.4259,0
1051,35.033,1,surprise,parado,1.863468,-1.0193,0
1052,35.067,0,,parado,1.826577,-1.0481,0
1053,35.1,1,surprise,parado,1.91247,-0.9455,0
1054,35.133,1,surprise,parado,2.159794,-0.6678,0
1055,35.167,1,surprise,parado,2.237109,-0.5777,0
1056,35.2,1,surprise,parado,2.033878,-0.8031,0
1057,35.233,1,surprise,parado,2.09128,-0.736,0
1058,35.267,0,,parado,2.441359,-0.3559,0
1059,35.3,1,surprise,parado,2.628356,-0.1578,0
1060,35.333,0,,parado,2.677677,-0.125,0
1061,35.367,1,surprise,parado,2.731828,-0.0807,0
1062,35.4,1,surprise,parado,2.720168,-0.1125,0
1063,35.433,1,surprise,parado,2.640377,-0.2268,0
1064,35.467,1,surprise,movimento,2.850849,0.0079,0
1065,35.5,1,surprise,parado,2.583442,-0.3406,0
1066,35.533,1,surprise,parado,2.463077,-0.4998,0
1067,35.567,0,,parado,2.172865,-0.8602,0
1068,35.6,0,,parado,1.774851,-1.3366,0
1069,35.633,0,,parado,1.694627,-1.4051,0
1070,35.667,0,,parado,1.794814,-1.2553,0
1071,35.7,0,,parado,1.681923,-1.3586,0
1072,35.733,0,,parado,1.978428,-0.98,0
1073,35.767,0,,parado,2.048071,-0.8762,0
1074,35.8,1,surprise,parado,2.733468,-0.032,0
1075,35.833,0,,parado,2.599138,-0.1796,0
1076,35.867,1,surprise,movimento,2.742708,0.0174,0
1077,35.9,1,surprise,movimento,2.813571,0.1259,0
1078,35.933,1,surprise,movimento,3.016198,0.4011,0
1079,35.967,1,surprise,movimento,2.923992,0.3013,0
1080,36.0,1,surprise,movimento,3.227709,0.7121,0
1081,36.033,1,surprise,movimento_brusco,126.472496,9.4181,1
1082,36.067,1,surprise,parado,0.166954,-0.2964,0
1083,36.1,1,surprise,parado,1.722201,-0.1754,0
1084,36.133,1,surprise,parado,2.318493,-0.1287,0
1085,36.167,1,surprise,parado,1.787017,-0.1684,0
1086,36.2,1,surprise,parado,0.202266,-0.2878,0
1087,36.233,1,surprise,parado,1.822636,-0.1625,0
1088,36.267,1,surprise,parado,1.515917,-0.1854,0
1089,36.3,1,surprise,parado,1.345182,-0.1978,0
1090,36.333,1,surprise,parado,1.253949,-0.2045,0
1091,36.367,1,surprise,parado,0.034728,-0.2964,0
1092,36.4,1,surprise,parado,1.191884,-0.2073,0
1093,36.433,1,surprise,parado,1.81619,-0.1596,0
1094,36.467,1,surprise,parado,1.930674,-0.1505,0
1095,36.5,1,surprise,parado,1.403301,-0.1903,0
1096,36.533,1,surprise,parado,0.656558,-0.2458,0
1097,36.567,1,surprise,parado,1.087514,-0.2114,0
1098,36.6,1,surprise,parado,1.582629,-0.1724,0
1099,36.633,1,surprise,parado,1.315909,-0.1914,0
1100,36.667,1,surprise,parado,1.477938,-0.1778,0
1101,36.7,1,surprise,parado,0.206686,-0.2725,0
1102,36.733,1,surprise,parado,1.679051,-0.1583,0
1103,36.767,1,surprise,parado,1.945647,-0.1364,0
1104,36.8,1,surprise,parado,1.936749,-0.1355,0
1105,36.833,1,surprise,parado,1.147735,-0.1936,0
1106,36.867,1,surprise,parado,0.307558,-0.2547,0
1107,36.9,1,surprise,parado,1.088566,-0.1925,0
1108,36.933,1,surprise,parado,1.167509,-0.1842,0
1109,36.967,1,surprise,parado,1.889962,-0.1271,0
1110,37.0,1,surprise,parado,1.899026,-0.1245,0
1111,37.033,1,surprise,parado,0.026581,-0.2642,0
1112,37.067,1,surprise,parado,1.965205,-0.1139,0
1113,37.1,1,surprise,parado,0.93399,-0.19,0
1114,37.133,1,surprise,parado,1.055997,-0.178,0
1115,37.167,1,surprise,parado,0.913326,-0.1863,0
1116,37.2,1,surprise,parado,0.672869,-0.202,0
1117,37.233,1,surprise,parado,0.993358,-0.1753,0
1118,37.267,1,surprise,parado,1.724446,-0.1183,0
1119,37.3,1,surprise,parado,1.3879,-0.1424,0
1120,37.333,1,surprise,parado,1.634099,-0.1224,0
1121,37.367,1,surprise,parado,0.267361,-0.2241,0
1122,37.4,1,surprise,parado,1.895932,-0.0986,0
1123,37.433,1,surprise,parado,1.318445,-0.1411,0
1124,37.467,1,surprise,parado,1.373768,-0.1358,0
1125,37.5,1,surprise,parado,0.98658,-0.1639,0
1126,37.533,1,surprise,parado,0.698224,-0.1844,0
1127,37.567,1,surprise,parado,1.046987,-0.1566,0
1128,37.6,1,surprise,parado,0.589042,-0.1903,0
1129,37.633,1,surprise,parado,1.118081,-0.1491,0
1130,37.667,1,surprise,parado,0.529928,-0.1928,0
1131,37.7,1,surprise,parado,0.02904,-0.2292,0
1132,37.733,1,surprise,parado,0.441349,-0.1963,0
1133,37.767,1,surprise,parado,0.903285,-0.1602,0
1134,37.8,1,surprise,parado,1.237176,-0.1342,0
1135,37.833,1,surprise,parado,1.202127,-0.1363,0
1136,37.867,1,surprise,parado,0.681751,-0.175,0
1137,37.9,1,surprise,parado,0.926309,-0.1556,0
1138,37.933,1,surprise,parado,0.87406,-0.1588,0
1139,37.967,1,surprise,parado,0.869309,-0.1584,0
1140,38.0,1,surprise,parado,1.23812,-0.1301,0
1141,38.033,1,surprise,parado,0.082305,-0.2166,0
1142,38.067,1,surprise,parado,1.142513,-0.1352,0
1143,38.1,1,surprise,parado,1.107202,-0.1372,0
1144,38.133,1,surprise,parado,0.852411,-0.1555,0
1145,38.167,1,surprise,parado,1.002377,-0.143,0
1146,38.2,1,surprise,parado,0.501919,-0.1798,0
1147,38.233,1,surprise,parado,0.984629,-0.1421,0
1148,38.267,1,surprise,parado,0.973185,-0.1417,0
1149,38.3,1,surprise,parado,1.501992,-0.1005,0
1150,38.333,1,surprise,parado,1.159264,-0.1253,0
1151,38.367,1,surprise,parado,0.215863,-0.195,0
1152,38.4,1,surprise,parado,1.251586,-0.1149,0
1153,38.433,1,surprise,parado,1.057311,-0.1283,0
1154,38.467,1,surprise,parado,1.58475,-0.0871,0
1155,38.5,1,surprise,parado,1.163314,-0.1179,0
1156,38.533,1,surprise,parado,0.616475,-0.158,0
1157,38.567,1,surprise,parado,1.605615,-0.0822,0
1158,38.6,1,surprise,parado,1.408426,-0.0969,0
1159,38.633,1,surprise,parado,1.119797,-0.1184,0
1160,38.667,1,surprise,parado,1.177641,-0.1135,0
1161,38.7,1,surprise,parado,0.31659,-0.1778,0
1162,38.733,1,surprise,parado,1.356483,-0.0982,0
1163,38.767,1,surprise,parado,0.797969,-0.1396,0
1164,38.8,1,surprise,parado,1.062797,-0.118,0
1165,38.833,1,surprise,parado,0.880853,-0.1304,0
1166,38.867,1,surprise,parado,0.239148,-0.177,0
1167,38.9,1,surprise,parado,0.926387,-0.1232,0
1168,38.933,1,surprise,parado,0.875968,-0.1252,0
1169,38.967,1,surprise,parado,0.725205,-0.1348,0
1170,39.0,1,surprise,parado,1.06872,-0.1068,0
1171,39.033,1,surprise,parado,0.132558,-1.767,0
1172,39.067,1,surprise,parado,0.92613,-0.2922,0
1173,39.1,1,surprise,parado,0.860783,-0.4021,0
1174,39.133,1,surprise,parado,0.951841,-0.2038,0
1175,39.167,1,surprise,parado,0.893847,-0.3032,0
1176,39.2,1,surprise,parado,0.086012,-1.9224,0
1177,39.233,1,surprise,parado,0.365799,-1.3329,0
1178,39.267,1,surprise,parado,0.67718,-0.6879,0
1179,39.3,1,surprise,parado,0.692935,-0.6415,0
1180,39.333,1,surprise,parado,0.806545,-0.4018,0
1181,39.367,1,surprise,parado,0.276176,-1.4948,0
1182,39.4,1,surprise,parado,0.830952,-0.353,0
1183,39.433,1,surprise,movimento,1.166082,0.3519,0
1184,39.467,1,surprise,movimento,1.025972,0.0838,0
1185,39.5,1,surprise,movimento,1.399577,0.8759,0
1186,39.533,1,surprise,parado,0.564717,-0.8902,0
1187,39.567,1,surprise,movimento,1.247959,0.5511,0
1188,39.6,1,surprise,movimento,1.175962,0.4118,0
1189,39.633,1,surprise,movimento,1.312657,0.7031,0
1190,39.667,1,surprise,movimento,1.314842,0.7141,0
1191,39.7,1,surprise,parado,0.030717,-2.0113,0
1192,39.733,1,surprise,movimento,1.043659,0.1544,0
1193,39.767,1,surprise,movimento,1.053925,0.2027,0
1194,39.8,1,surprise,movimento,1.138277,0.4186,0
1195,39.833,1,surprise,movimento,2.0864,2.4526,0
1196,39.867,1,surprise,parado,0.439082,-1.1531,0
1197,39.9,1,surprise,movimento,1.985524,2.1586,0
1198,39.933,1,surprise,movimento,2.305628,2.7,0
1199,39.967,1,surprise,movimento,1.699251,1.4729,0
1200,40.0,1,surprise,movimento,2.068232,2.2127,0
1201,40.033,1,surprise,parado,0.020753,-1.9777,0
1202,40.067,1,surprise,movimento,1.633535,1.3473,0
1203,40.1,1,surprise,movimento,1.776698,1.6011,0
1204,40.133,1,surprise,movimento,2.043418,2.0719,0
1205,40.167,1,surprise,movimento,2.206389,2.2972,0
1206,40.2,1,surprise,parado,0.123462,-1.6944,0
1207,40.233,1,surprise,movimento,2.424608,2.5628,0
1208,40.267,1,surprise,movimento,2.577282,2.7299,0
1209,40.3,1,surprise,movimento,2.55406,2.5704,0
1210,40.333,1,surprise,movimento,2.411748,2.2579,0
1211,40.367,1,surprise,parado,0.148817,-1.5125,0
1212,40.4,1,surprise,movimento_brusco,2.960911,3.0152,1
1213,40.433,1,surprise,movimento_brusco,4.341888,4.5324,1
1214,40.467,2,surprise|unknown,movimento_brusco,5.944368,5.4676,1
1215,40.5,1,surprise,movimento_brusco,6.3165,4.9569,1
1216,40.533,1,surprise,parado,0.594631,-0.5993,0
1217,40.567,1,surprise,movimento_brusco,5.256883,3.5896,1
1218,40.6,1,surprise,movimento_brusco,5.399086,3.4258,1
1219,40.633,1,surprise,movimento_brusco,5.363575,3.1627,1
1220,40.667,1,surprise,movimento,5.360972,2.9672,0
1221,40.7,1,surprise,parado,0.22594,-0.8953,0
1222,40.733,1,surprise,movimento,4.557541,2.2694,0
1223,40.767,1,surprise,movimento,3.863322,1.7094,0
1224,40.8,1,surprise,movimento,3.68915,1.5433,0
1225,40.833,1,surprise,movimento,2.782177,0.8815,0
1226,40.867,1,surprise,parado,0.572918,-0.6835,0
1227,40.9,1,surprise,movimento,2.853491,0.9139,0
1228,40.933,1,surprise,movimento,2.222592,0.458,0
1229,40.967,1,surprise,parado,1.520663,-0.0428,0
1230,41.0,1,surprise,movimento,1.818621,0.1634,0
1231,41.033,1,surprise,parado,0.283745,-0.9251,0
1232,41.067,1,surprise,movimento,1.905226,0.2174,0
1233,41.1,1,surprise,movimento,1.791165,0.1313,0
1234,41.133,1,surprise,movimento,1.87663,0.1841,0
1235,41.167,1,surprise,movimento,2.233843,0.428,0
1236,41.2,1,surprise,parado,0.222935,-0.9955,0
1237,41.233,1,surprise,parado,1.418894,-0.1516,0
1238,41.267,1,surprise,parado,1.133901,-0.3552,0
1239,41.3,1,surprise,parado,1.496442,-0.0979,0
1240,41.333,1,surprise,parado,1.506076,-0.0939,0
1241,41.367,1,surprise,parado,0.263352,-0.977,0
1242,41.4,1,surprise,parado,1.203278,-0.309,0
1243,41.433,1,surprise,parado,1.548421,-0.0678,0
1244,41.467,1,surprise,parado,1.172345,-0.3317,0
1245,41.5,1,surprise,movimento,1.685856,0.0291,0
1246,41.533,1,surprise,parado,0.315029,-0.9412,0
1247,41.567,1,surprise,parado,1.501236,-0.0988,0
1248,41.6,1,surprise,parado,1.558447,-0.0594,0
1249,41.633,1,surprise,movimento,1.816049,0.118,0
1250,41.667,1,surprise,parado,1.287637,-0.2581,0
1251,41.7,1,surprise,parado,1.037377,-0.4433,0
1252,41.733,1,surprise,parado,1.091262,-0.4025,0
1253,41.767,1,surprise,parado,1.598415,-0.0476,0
1254,41.8,1,surprise,parado,1.37559,-0.2093,0
1255,41.833,1,surprise,parado,0.999424,-0.4793,0
1256,41.867,1,surprise,parado,0.333051,-0.9573,0
1257,41.9,1,surprise,parado,0.831928,-0.5993,0
1258,41.933,1,surprise,parado,1.418823,-0.1841,0
1259,41.967,1,surprise,parado,1.056166,-0.4472,0
1260,42.0,1,surprise,parado,1.01414,-0.4769,0
1261,42.033,1,surprise,movimento_brusco,65.658384,9.2391,1
1262,42.067,1,surprise,parado,0.350282,-0.2994,0
1263,42.1,1,surprise,movimento,5.020404,0.3756,0
1264,42.133,1,surprise,movimento,5.147195,0.3871,0
1265,42.167,1,surprise,movimento,5.342733,0.4082,0
1266,42.2,1,surprise,movimento,5.668571,0.4465,0
1267,42.233,1,surprise,movimento,5.560128,0.4221,0
1268,42.267,1,surprise,parado,0.746184,-0.2793,0
1269,42.3,0,,movimento,5.163607,0.3569,0
1270,42.333,1,neutral,movimento,4.931902,0.3164,0
1271,42.367,0,,movimento,4.607986,0.2623,0
1272,42.4,1,neutral,movimento,4.502785,0.2411,0
1273,42.433,1,neutral,parado,0.250101,-0.3768,0
1274,42.467,0,,movimento,4.240798,0.1992,0
1275,42.5,0,,movimento,3.164018,0.0395,0
1276,42.533,0,,parado,2.77865,-0.0202,0
1277,42.567,0,,parado,2.516815,-0.0605,0
1278,42.6,1,neutral,parado,2.770557,-0.0261,0
1279,42.633,1,neutral,parado,2.88744,-0.0116,0
1280,42.667,1,neutral,parado,0.415703,-0.3706,0
1281,42.7,1,neutral,movimento,3.153223,0.0236,0
1282,42.733,1,neutral,movimento,3.682071,0.0966,0
1283,42.767,1,neutral,movimento,3.098599,0.008,0
1284,42.8,1,neutral,movimento,3.519679,0.0657,0
1285,42.833,1,neutral,parado,0.029608,-0.4407,0
1286,42.867,0,,parado,2.657986,-0.0605,0
1287,42.9,0,,parado,1.90221,-0.1708,0
1288,42.933,1,neutral,movimento,3.968579,0.1285,0
1289,42.967,0,,movimento,4.73806,0.236,0
1290,43.0,0,,movimento,4.694008,0.2253,0
1291,43.033,1,neutral,movimento,5.432866,0.3246,0
1292,43.067,1,neutral,parado,0.562031,-0.3856,0
1293,43.1,0,,movimento,5.387253,0.3136,0
1294,43.133,0,,movimento,4.753902,0.2166,0
1295,43.167,0,,movimento,4.70718,0.2057,0
1296,43.2,0,,movimento,5.016975,0.2433,0
1297,43.233,1,neutral,movimento,6.06884,0.3908,0
1298,43.267,1,neutral,parado,0.438877,-0.4277,0
1299,43.3,1,neutral,movimento,6.801198,0.4933,0
1300,43.333,1,neutral,movimento,7.151517,0.5358,0
1301,43.367,1,neutral,movimento,6.639775,0.4509,0
1302,43.4,0,,movimento,5.493874,0.2799,0
1303,43.433,0,,parado,0.005272,-0.5109,0
1304,43.467,0,,movimento,4.177306,0.0982,0
1305,43.5,1,neutral,movimento,3.699106,0.0329,0
1306,43.533,1,neutral,movimento,3.75549,0.036,0
1307,43.567,1,neutral,parado,3.438853,-0.0071,0
1308,43.6,1,neutral,parado,3.19866,-0.0386,0
1309,43.633,1,neutral,parado,3.299576,-0.0205,0
1310,43.667,1,neutral,parado,0.257556,-0.4556,0
1311,43.7,1,neutral,movimento,4.026561,0.0876,0
1312,43.733,0,,movimento,3.753014,0.049,0
1313,43.767,1,neutral,movimento,3.565173,0.0221,0
1314,43.8,0,,movimento,3.760672,0.0505,0
1315,43.833,0,,parado,0.015052,-0.4909,0
1316,43.867,0,,movimento,3.666852,0.0363,0
1317,43.9,0,,movimento,3.756434,0.0479,0
1318,43.933,0,,movimento,3.626471,0.0267,0
1319,43.967,0,,movimento,3.529316,0.0092,0
1320,44.0,0,,movimento,3.562263,0.0112,0
1321,44.033,0,,movimento,3.941784,0.0608,0
1322,44.067,0,,parado,0.050495,-0.5045,0
1323,44.1,1,neutral,movimento,5.189413,0.2404,0
1324,44.133,0,,movimento,5.716223,0.311,0
1325,44.167,0,,movimento,5.669963,0.2986,0
1326,44.2,0,,movimento,5.668694,0.2899,0
1327,44.233,0,,movimento,5.368609,0.2397,0
1328,44.267,0,,parado,0.269995,-0.5037,0
1329,44.3,0,,movimento,4.972039,0.1774,0
1330,44.333,1,neutral,movimento,4.869658,0.1571,0
1331,44.367,1,neutral,movimento,4.352926,0.075,0
1332,44.4,0,,movimento,3.993134,0.0178,0
1333,44.433,0,,parado,0.016362,-0.5617,0
1334,44.467,0,,parado,2.895229,-0.1433,0
1335,44.5,0,,parado,2.687559,-0.1754,0
1336,44.533,0,,parado,3.031549,-0.1296,0
1337,44.567,0,,parado,2.643477,-0.1885,0
1338,44.6,0,,parado,2.2556,-0.2467,0
1339,44.633,0,,parado,3.079441,-0.1278,0
1340,44.667,0,,parado,0.194208,-0.5494,0
1341,44.7,0,,parado,3.723162,-0.0358,0
1342,44.733,0,,parado,3.608612,-0.0568,0
1343,44.767,0,,parado,2.676702,-0.1957,0
1344,44.8,0,,parado,2.101836,-0.2816,0
1345,44.833,0,,parado,0.031137,-0.5844,0
1346,44.867,0,,parado,3.162288,-0.1287,0
1347,44.9,1,neutral,movimento,4.7357,0.0969,0
1348,44.933,0,,movimento,4.80413,0.1015,0
1349,44.967,0,,parado,3.766789,-0.0562,0
1350,45.0,1,neutral,parado,4.021819,-0.0234,0
1351,45.033,1,neutral,movimento,4.347724,0.4734,0
1352,45.067,1,neutral,parado,0.58342,-1.6314,0
1353,45.1,0,,movimento,4.772015,0.7127,0
1354,45.133,1,neutral,movimento,4.543198,0.5901,0
1355,45.167,1,neutral,movimento,4.614867,0.6373,0
1356,45.2,0,,movimento,3.749584,0.1631,0
1357,45.233,0,,parado,3.228364,-0.1194,0
1358,45.267,0,,parado,0.227217,-1.825,0
1359,45.3,0,,movimento,3.882195,0.2665,0
1360,45.333,0,,movimento,4.230052,0.4715,0
1361,45.367,0,,movimento,4.187514,0.4505,0
1362,45.4,0,,movimento,4.030405,0.3637,0
1363,45.433,0,,parado,0.012241,-1.9438,0
1364,45.467,0,,movimento,3.842256,0.2589,0
1365,45.5,0,,movimento,3.960203,0.3215,0
1366,45.533,0,,movimento,4.221432,0.4621,0
1367,45.567,0,,movimento,4.533457,0.628,0
1368,45.6,1,neutral,movimento,5.750825,1.2964,0
1369,45.633,1,neutral,movimento,6.366365,1.602,0
1370,45.667,1,neutral,parado,1.621424,-1.0791,0
1371,45.7,0,,movimento,6.000594,1.3719,0
1372,45.733,0,,movimento,4.655873,0.6099,0
1373,45.767,0,,movimento,4.537697,0.5341,0
1374,45.8,0,,movimento,4.835419,0.6906,0
1375,45.833,0,,parado,0.013143,-1.999,0
1376,45.867,0,,movimento,4.584117,0.5384,0
1377,45.9,1,neutral,movimento,4.621752,0.5445,0
1378,45.933,0,,movimento,4.183754,0.2979,0
1379,45.967,0,,parado,2.001315,-0.9038,0
1380,46.0,0,,parado,3.029481,-0.3202,0
1381,46.033,0,,parado,3.254149,-0.1821,0
1382,46.067,0,,parado,0.102605,-1.9405,0
1383,46.1,0,,parado,2.98156,-0.3175,0
1384,46.133,0,,parado,2.634337,-0.5,0
1385,46.167,0,,parado,2.689816,-0.4568,0
1386,46.2,0,,parado,3.056529,-0.2387,0
1387,46.233,0,,parado,2.872465,-0.3265,0
1388,46.267,0,,parado,0.117645,-1.894,0
1389,46.3,0,,parado,2.600445,-0.4609,0
1390,46.333,0,,parado,3.006929,-0.2031,0
1391,46.367,0,,movimento,3.848378,0.3253,0
1392,46.4,0,,movimento,4.613957,0.8041,0
1393,46.433,0,,parado,0.017372,-2.0221,0
1394,46.467,0,,movimento,4.894531,0.9682,0
1395,46.5,0,,movimento,4.663276,0.8171,0
1396,46.533,0,,movimento,4.353136,0.6226,0
1397,46.567,0,,movimento,3.837327,0.3054,0
1398,46.6,0,,movimento,4.05179,0.4299,0
1399,46.633,0,,movimento,4.433961,0.6532,0
1400,46.667,0,,parado,0.178959,-1.9272,0
1401,46.7,0,,movimento,5.015913,0.9946,0
1402,46.733,0,,movimento,5.5112,1.2705,0
1403,46.767,0,,movimento,5.919233,1.4805,0
1404,46.8,0,,movimento,6.631249,1.8464,0
1405,46.833,0,,parado,0.048164,-1.9702,0
1406,46.867,1,neutral,movimento,8.053636,2.5456,0
1407,46.9,0,,movimento,8.476013,2.6424,0
1408,46.933,0,,movimento,7.406431,1.9999,0
1409,46.967,0,,movimento,6.265755,1.3717,0
1410,47.0,0,,movimento,5.451029,0.9338,0
1411,47.033,0,,movimento,4.527291,0.4535,0
1412,47.067,0,,parado,0.191179,-1.7842,0
1413,47.1,0,,movimento,4.021761,0.1999,0
1414,47.133,0,,movimento,3.867799,0.1317,0
1415,47.167,0,,movimento,4.167766,0.2985,0
1416,47.2,0,,movimento,3.900964,0.17,0
1417,47.233,0,,movimento,3.605754,0.0247,0
1418,47.267,0,,parado,0.158237,-1.8009,0
1419,47.3,0,,parado,2.501268,-0.546,0
1420,47.333,0,,parado,3.502961,-0.0066,0
1421,47.367,0,,movimento,4.311304,0.4237,0
1422,47.4,0,,movimento,3.587299,0.0409,0
1423,47.433,0,,parado,0.039852,-1.8479,0
1424,47.467,0,,movimento,3.592363,0.0394,0
1425,47.5,0,,movimento,4.51781,0.5213,0
1426,47.533,0,,movimento,4.756707,0.6372,0
1427,47.567,0,,movimento,4.70182,0.5954,0
1428,47.6,0,,movimento,4.61713,0.5371,0
1429,47.633,0,,movimento,4.496648,0.4643,0
1430,47.667,0,,parado,0.078933,-1.88,0
1431,47.7,0,,movimento,4.739357,0.5861,0
1432,47.733,0,,movimento,4.938523,0.682,0
1433,47.767,0,,movimento,5.08804,0.7456,0
1434,47.8,0,,movimento,5.438517,0.9102,0
1435,47.833,0,,parado,0.00822,-1.9509,0
1436,47.867,0,,movimento,5.757704,1.0568,0
1437,47.9,0,,movimento,6.074976,1.2071,0
1438,47.933,0,,movimento,6.149301,1.2295,0
1439,47.967,0,,movimento,5.813917,1.0381,0
1440,48.0,0,,movimento,5.34461,0.7868,0
1441,48.033,1,neutral,movimento_brusco,119.700267,9.3144,1
1442,48.067,1,neutral,parado,0.064046,-0.4078,0
1443,48.1,1,neutral,parado,2.644183,-0.1962,0
1444,48.133,1,neutral,parado,1.166531,-0.313,0
1445,48.167,1,neutral,parado,1.336406,-0.2961,0
1446,48.2,1,neutral,parado,2.016351,-0.2393,0
1447,48.233,1,neutral,parado,3.0145,-0.1582,0
1448,48.267,1,neutral,parado,2.123273,-0.2323,0
1449,48.3,1,neutral,parado,1.537062,-0.2777,0
1450,48.333,1,happy,parado,3.186076,-0.1429,0
1451,48.367,1,happy,parado,1.860611,-0.2483,0
1452,48.4,1,happy,parado,1.534123,-0.2724,0
1453,48.433,1,happy,parado,2.047467,-0.2327,0
1454,48.467,1,happy,parado,2.59776,-0.1869,0
1455,48.5,1,happy,parado,2.155224,-0.2212,0
1456,48.533,1,happy,parado,2.354964,-0.2032,0
1457,48.567,1,happy,parado,2.45305,-0.1934,0
1458,48.6,1,happy,parado,2.891883,-0.1552,0
1459,48.633,1,happy,parado,2.427164,-0.1893,0
1460,48.667,1,happy,parado,2.126975,-0.2141,0
1461,48.7,1,happy,parado,2.389971,-0.1895,0
1462,48.733,1,happy,movimento,4.735254,0.0005,0
1463,48.767,1,happy,parado,4.680181,-0.0041,0
1464,48.8,1,happy,parado,3.45286,-0.1023,0
1465,48.833,1,happy,parado,2.622488,-0.1721,0
1466,48.867,1,happy,parado,2.529893,-0.1777,0
1467,48.9,1,happy,parado,2.473672,-0.1803,0
1468,48.933,1,happy,parado,2.322945,-0.1908,0
1469,48.967,1,happy,parado,2.431648,-0.1824,0
1470,49.0,1,happy,parado,2.131056,-0.2059,0
1471,49.033,1,happy,parado,1.510387,-0.2546,0
1472,49.067,1,happy,parado,2.700671,-0.1606,0
1473,49.1,1,happy,parado,2.95578,-0.1399,0
1474,49.133,1,happy,parado,3.8776,-0.0663,0
1475,49.167,1,happy,movimento,5.105183,0.0311,0
1476,49.2,1,happy,movimento,5.315399,0.0461,0
1477,49.233,1,happy,movimento,5.004638,0.019,0
1478,49.267,1,happy,movimento,4.948051,0.01,0
1479,49.3,1,happy,movimento,5.208741,0.0288,0
1480,49.333,1,happy,parado,2.807123,-0.1659,0
1481,49.367,1,happy,parado,2.919411,-0.156,0
1482,49.4,1,happy,movimento,5.006659,0.0131,0
1483,49.433,1,happy,movimento,8.623657,0.299,0
1484,49.467,1,happy,movimento,10.138014,0.4169,0
1485,49.5,1,happy,movimento,5.485909,0.0387,0
1486,49.533,1,happy,parado,3.669352,-0.108,0
1487,49.567,1,happy,parado,2.388607,-0.2105,0
1488,49.6,1,happy,parado,2.549863,-0.1961,0
1489,49.633,1,happy,parado,2.764988,-0.1771,0
1490,49.667,1,happy,parado,4.860911,-0.0114,0
1491,49.7,1,happy,movimento,7.992933,0.24,0
1492,49.733,1,happy,movimento,9.374789,0.3483,0
1493,49.767,1,happy,movimento,9.312935,0.3401,0
1494,49.8,1,happy,movimento,9.95444,0.3887,0
1495,49.833,1,happy,movimento,10.280051,0.4059,0
1496,49.867,1,happy,movimento,10.184666,0.396,0
1497,49.9,1,happy,movimento,9.364769,0.3288,0
1498,49.933,1,happy,movimento,10.326224,0.4037,0
1499,49.967,1,happy,movimento,11.528389,0.4954,0
1500,50.0,1,angry,movimento,11.603169,0.4953,0
1501,50.033,1,angry,movimento,10.714433,0.4177,0
1502,50.067,1,angry,movimento,9.848656,0.3395,0
1503,50.1,1,angry,movimento,9.568073,0.3118,0
1504,50.133,1,angry,movimento,8.99536,0.261,0
1505,50.167,1,angry,movimento,9.699774,0.3126,0
1506,50.2,1,angry,movimento,9.103165,0.2599,0
1507,50.233,1,angry,movimento,7.608767,0.1361,0
1508,50.267,1,angry,movimento,6.884219,0.0719,0
1509,50.3,1,angry,parado,5.662493,-0.0294,0
